Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
жен,32,нет,да,плацкарт,1599,1,1,1,5,5,3,1,хорошо,хорошо,хорошо,хорошо,хорошо
муж,22,нет,да,плацкарт,687,1,0,1,4,4,2,1,нормально,отсутствует,нормально,нормально,хорошо
муж,50,да,да,св,2415,1,0,1,3,3,3,1,плохо,отсутствует,плохо,плохо,нормально
муж,48,да,да,купе,587,1,1,0,1,1,2,1,нормально,плохо,отсутствует,нормально,нормально
жен,39,нет,нет,плацкарт,682,1,1,1,3,4,3,1,нормально,нормально,плохо,нормально,нормально
муж,48,нет,нет,плацкарт,578,1,1,1,3,3,3,1,нормально,нормально,нормально,нормально,хорошо
муж,49,нет,нет,плацкарт,1226,1,1,1,2,2,4,1,нормально,плохо,плохо,нормально,нормально
муж,65,нет,нет,св,973,1,1,1,4,2,3,1,нормально,нормально,нормально,плохо,хорошо
муж,38,нет,нет,плацкарт,307,1,0,0,4,4,5,1,плохо,отсутствует,отсутствует,нормально,нормально
жен,37,нет,нет,плацкарт,544,1,1,0,5,1,2,1,плохо,плохо,отсутствует,нормально,нормально
муж,37,нет,да,плацкарт,1284,1,0,1,3,3,3,1,нормально,отсутствует,плохо,нормально,нормально
жен,37,нет,нет,плацкарт,207,1,0,1,4,4,3,1,нормально,отсутствует,плохо,плохо,нормально
жен,35,нет,да,плацкарт,712,1,1,1,4,4,5,1,нормально,нормально,нормально,нормально,нормально
жен,58,нет,нет,плацкарт,749,1,1,0,5,4,2,1,плохо,нормально,отсутствует,хорошо,нормально
жен,18,нет,да,плацкарт,704,1,1,1,2,2,4,0,нормально,плохо,плохо,нормально,плохо
жен,68,нет,нет,плацкарт,2741,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,нормально
жен,53,нет,нет,плацкарт,228,1,1,1,4,5,2,1,нормально,нормально,плохо,хорошо,нормально
муж,46,нет,нет,плацкарт,171,0,1,1,2,2,4,1,отсутствует,плохо,нормально,плохо,нормально
жен,39,нет,да,купе,498,1,1,1,4,4,3,1,плохо,нормально,нормально,плохо,хорошо
жен,38,нет,нет,плацкарт,799,1,0,1,1,1,4,1,нормально,отсутствует,плохо,нормально,нормально
муж,22,нет,нет,плацкарт,1883,1,1,1,5,5,4,1,нормально,хорошо,нормально,хорошо,нормально
жен,28,нет,да,купе,227,1,1,1,1,1,2,0,нормально,нормально,плохо,нормально,плохо
жен,36,да,нет,плацкарт,733,1,0,1,1,1,5,1,нормально,отсутствует,плохо,нормально,нормально
муж,40,нет,да,плацкарт,647,1,1,1,4,4,2,1,хорошо,нормально,нормально,нормально,хорошо
жен,52,нет,да,плацкарт,200,1,0,0,4,1,1,1,нормально,отсутствует,отсутствует,нормально,нормально
муж,28,нет,да,плацкарт,765,1,1,0,2,2,3,0,плохо,плохо,отсутствует,плохо,плохо
муж,40,нет,нет,плацкарт,339,1,0,1,1,2,4,1,нормально,отсутствует,плохо,плохо,нормально
муж,40,нет,нет,купе,388,1,1,0,4,3,2,1,плохо,нормально,отсутствует,нормально,нормально
жен,57,да,да,плацкарт,197,1,1,0,4,4,2,1,плохо,нормально,отсутствует,плохо,нормально
жен,30,нет,нет,св,2142,1,1,1,1,5,4,0,нормально,хорошо,плохо,плохо,плохо
жен,65,да,нет,плацкарт,994,1,1,1,1,1,4,1,нормально,плохо,плохо,хорошо,нормально
муж,41,нет,нет,плацкарт,539,1,1,1,4,4,4,1,нормально,нормально,нормально,хорошо,хорошо
муж,51,да,нет,плацкарт,484,1,0,1,2,2,3,1,нормально,отсутствует,плохо,хорошо,нормально
жен,45,да,нет,плацкарт,1195,1,0,0,1,1,4,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,21,нет,да,плацкарт,1474,1,0,1,1,4,3,1,хорошо,отсутствует,нормально,плохо,нормально
жен,38,нет,да,купе,1028,1,1,1,2,2,3,1,нормально,плохо,плохо,нормально,нормально
жен,60,нет,да,св,1558,1,0,1,5,5,5,1,нормально,отсутствует,плохо,нормально,хорошо
муж,45,да,нет,плацкарт,1045,1,0,0,4,4,3,1,плохо,отсутствует,отсутствует,нормально,нормально
муж,59,да,да,св,3200,1,0,0,2,2,4,1,нормально,отсутствует,отсутствует,нормально,нормально
муж,70,нет,нет,плацкарт,1002,1,1,1,4,4,4,1,нормально,нормально,нормально,хорошо,нормально
муж,31,нет,да,плацкарт,1657,1,1,1,3,3,3,1,нормально,нормально,плохо,хорошо,нормально
муж,40,нет,нет,плацкарт,227,1,0,1,4,5,4,1,нормально,отсутствует,нормально,хорошо,нормально
жен,37,нет,да,плацкарт,292,1,1,1,3,3,3,1,нормально,нормально,плохо,нормально,хорошо
жен,45,нет,нет,плацкарт,1181,1,1,0,5,3,1,1,плохо,плохо,отсутствует,нормально,нормально
жен,42,нет,да,плацкарт,563,1,0,1,1,2,5,1,хорошо,отсутствует,хорошо,хорошо,хорошо
муж,49,нет,нет,плацкарт,898,1,1,0,4,4,3,1,плохо,нормально,отсутствует,нормально,хорошо
муж,33,да,нет,плацкарт,1578,1,1,1,3,3,3,1,нормально,нормально,нормально,плохо,хорошо
муж,65,нет,нет,плацкарт,1441,1,0,1,4,5,4,1,нормально,отсутствует,нормально,нормально,нормально
муж,59,да,нет,купе,238,1,1,1,4,2,2,1,нормально,плохо,нормально,нормально,нормально
жен,31,нет,нет,св,717,1,0,1,4,4,4,1,нормально,отсутствует,плохо,хорошо,нормально
муж,25,нет,нет,плацкарт,221,1,1,0,3,3,3,1,плохо,нормально,отсутствует,нормально,нормально
муж,51,да,нет,плацкарт,1139,1,1,1,5,5,4,1,нормально,хорошо,плохо,нормально,нормально
муж,20,нет,да,плацкарт,904,1,1,0,4,2,2,0,плохо,плохо,отсутствует,плохо,плохо
жен,26,нет,нет,плацкарт,545,1,1,1,2,2,4,0,нормально,плохо,плохо,нормально,плохо
муж,55,да,нет,плацкарт,925,1,1,1,2,2,1,0,плохо,плохо,плохо,нормально,плохо
муж,52,нет,нет,плацкарт,909,1,0,1,4,4,3,1,нормально,отсутствует,нормально,нормально,нормально
жен,49,нет,нет,плацкарт,411,1,0,1,1,1,5,1,нормально,отсутствует,плохо,нормально,нормально
жен,44,нет,да,плацкарт,2512,1,1,0,1,1,1,0,плохо,плохо,отсутствует,плохо,плохо
жен,31,нет,нет,плацкарт,264,1,1,0,4,4,4,1,плохо,нормально,отсутствует,хорошо,нормально
жен,30,нет,нет,плацкарт,1064,1,1,0,3,4,2,1,плохо,нормально,отсутствует,нормально,нормально
муж,21,нет,нет,плацкарт,241,1,1,1,2,2,4,1,нормально,плохо,нормально,хорошо,нормально
муж,44,нет,да,плацкарт,904,1,0,0,2,2,2,1,хорошо,отсутствует,отсутствует,хорошо,нормально
жен,24,нет,нет,плацкарт,439,1,1,0,1,1,4,1,плохо,плохо,отсутствует,нормально,нормально
муж,24,нет,да,плацкарт,473,1,1,1,5,5,5,1,хорошо,хорошо,хорошо,плохо,хорошо
жен,64,да,нет,плацкарт,1697,1,1,0,4,3,4,1,плохо,нормально,отсутствует,нормально,нормально
муж,47,нет,да,плацкарт,114,1,0,0,3,3,4,1,плохо,отсутствует,отсутствует,плохо,нормально
муж,30,нет,да,плацкарт,2593,1,1,1,3,3,2,1,хорошо,нормально,плохо,хорошо,нормально
жен,39,нет,нет,плацкарт,195,1,1,1,4,4,4,1,нормально,нормально,плохо,нормально,нормально
